trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather,claim
1609,DRIVER-19,2025-09-06 11:26:24.432808,2025-09-06 12:52:24.432808,40.825313547838206,-74.06119982989934,40.751544604619646,-73.87591921447176,75.5,86,35.0,59.6,3,morning,storm,0
1610,DRIVER-47,2025-09-11 06:02:50.300073,2025-09-11 06:29:50.300073,40.75969021923935,-73.89505253821167,40.72573883613852,-74.1319459869984,5.3,27,52.1,75.5,3,evening,storm,0
1611,DRIVER-50,2025-09-09 20:01:29.366524,2025-09-09 21:18:29.366524,40.88840965189147,-73.82116864735902,40.58970967867192,-74.06264815170977,78.7,77,38.5,61.9,0,afternoon,storm,0
1612,DRIVER-33,2025-09-07 00:08:46.004479,2025-09-07 01:03:46.004479,40.84421486327207,-73.9915113265779,40.620983775336455,-74.07536466635061,26.3,55,32.0,65.3,1,morning,clear,0
1613,DRIVER-36,2025-09-08 21:22:48.613012,2025-09-08 22:46:48.613012,40.91928778672462,-73.8671556905905,40.58081595278003,-73.89081686288746,12.9,84,46.4,61.6,4,afternoon,storm,1
1614,DRIVER-15,2025-09-12 12:04:55.742428,2025-09-12 12:52:55.742428,40.84299355538869,-73.92401929016248,40.99881433157061,-73.72430010292338,23.2,48,69.4,80.5,0,morning,storm,0
1615,DRIVER-46,2025-09-10 14:49:12.662499,2025-09-10 15:10:12.662499,40.743630522454325,-73.7657363330965,40.61586894555121,-74.1620100919866,64.8,21,42.4,63.7,1,night,snow,0
1616,DRIVER-3,2025-09-10 04:56:24.323015,2025-09-10 06:28:24.323015,40.50499003444111,-73.72487340743623,40.90688781526185,-73.87448933884559,79.8,92,27.2,59.7,2,night,fog,0
1617,DRIVER-3,2025-09-06 02:16:06.449595,2025-09-06 02:56:06.449595,40.79948201681947,-73.72769557593475,40.87947696004256,-74.01165632695408,41.5,40,43.3,78.2,1,afternoon,rain,0
1618,DRIVER-3,2025-09-08 04:44:19.919432,2025-09-08 06:08:19.919432,40.753782478128365,-73.8751318555161,40.855586883522506,-74.03464140189725,6.7,84,54.6,61.5,0,night,snow,0
1619,DRIVER-3,2025-09-12 03:20:10.625679,2025-09-12 04:46:10.625679,40.98603889659432,-74.14967154139583,40.99495117285661,-74.01409103903276,20.7,86,47.3,69.1,1,afternoon,snow,0
1620,DRIVER-15,2025-09-11 06:25:16.780174,2025-09-11 07:38:16.780174,40.92423426333259,-73.96947364584764,40.78811902890993,-74.07671332362696,83.8,73,62.7,57.8,1,evening,storm,0
1621,DRIVER-37,2025-09-10 09:20:19.858363,2025-09-10 10:09:19.858363,40.70729712015879,-74.12521442634653,40.55019511644692,-73.88846250869437,55.3,49,53.0,73.0,0,afternoon,rain,0
1622,DRIVER-8,2025-09-10 09:30:13.114118,2025-09-10 09:59:13.114118,40.92516630700349,-73.86118290517216,40.5213419017347,-74.05337560595919,25.4,29,64.0,79.7,3,afternoon,snow,1
1623,DRIVER-25,2025-09-07 12:05:11.489970,2025-09-07 13:25:11.489970,40.75416613034457,-74.10596021060287,40.52344423061945,-73.72261800908791,13.7,80,22.4,65.7,4,evening,clear,1
1624,DRIVER-7,2025-09-06 23:15:34.097466,2025-09-06 23:51:34.097466,40.66751017416341,-74.04956992626136,40.54708105566201,-73.87143200925208,70.7,36,36.3,81.2,0,afternoon,rain,0
1625,DRIVER-15,2025-09-11 07:16:50.219918,2025-09-11 07:53:50.219918,40.75690405554174,-73.8273803625544,40.77841738808515,-73.8108214917572,69.6,37,47.9,82.4,0,afternoon,snow,0
1626,DRIVER-35,2025-09-10 12:05:18.623574,2025-09-10 12:58:18.623574,40.60178325337895,-73.89017733387084,40.75561491358242,-73.96711241387251,31.7,53,41.0,74.5,4,night,snow,1
1627,DRIVER-25,2025-09-12 18:40:53.932091,2025-09-12 19:52:53.932091,40.54372754783356,-74.05075388547168,40.81736633405044,-74.12757364688505,61.4,72,47.5,89.8,1,morning,snow,0
1628,DRIVER-8,2025-09-06 04:53:18.964213,2025-09-06 05:11:18.964213,40.73798180359324,-74.10210053482045,40.52812870653527,-74.10367702090291,74.2,18,48.0,60.5,4,morning,storm,1
1629,DRIVER-9,2025-09-08 11:13:42.933697,2025-09-08 12:45:42.933697,40.81972079634985,-73.971800641111,40.80696419296234,-74.19519103804195,39.0,92,25.9,62.6,3,evening,storm,0
1630,DRIVER-35,2025-09-11 11:30:53.411480,2025-09-11 12:54:53.411480,40.67449265135315,-74.10778870706048,40.53257288682072,-73.71622921534193,5.8,84,58.4,56.7,3,evening,clear,0
1631,DRIVER-29,2025-09-11 22:10:53.119058,2025-09-11 23:36:53.119058,40.90456710691451,-73.87193519256493,40.5242921334352,-74.19253973058237,14.7,86,52.0,70.5,1,evening,fog,0
1632,DRIVER-50,2025-09-06 05:26:28.317734,2025-09-06 07:04:28.317734,40.97800460016552,-74.1423370136367,40.71768991210086,-73.87666817565,52.0,98,24.4,55.2,0,evening,snow,0
1633,DRIVER-33,2025-09-08 14:42:36.015514,2025-09-08 15:17:36.015514,40.83610327246569,-73.78825291722228,40.845319301675694,-73.76188008989608,68.2,35,22.9,54.5,1,morning,fog,0
1634,DRIVER-45,2025-09-11 10:43:10.199808,2025-09-11 11:37:10.199808,40.81797674917343,-73.95189190532948,40.64724928902845,-74.0011263148951,11.4,54,45.1,52.8,2,morning,clear,0
1635,DRIVER-1,2025-09-11 16:08:32.110101,2025-09-11 17:17:32.110101,40.97421921420746,-73.86373473890623,40.604456988693975,-73.82220864228594,74.2,69,32.4,56.2,2,night,snow,0
1636,DRIVER-24,2025-09-12 05:22:19.714291,2025-09-12 05:33:19.714291,40.5078541316844,-73.92656021456432,40.84591931933588,-74.11181710162796,16.8,11,30.5,51.1,1,morning,snow,0
1637,DRIVER-42,2025-09-06 14:10:17.513219,2025-09-06 14:41:17.513219,40.78704138246062,-73.75252952817542,40.75180700526606,-73.78885316834985,59.0,31,57.2,67.8,4,evening,storm,1
1638,DRIVER-19,2025-09-11 15:19:07.989271,2025-09-11 15:49:07.989271,40.75777739169651,-74.09769853481582,40.68763878222632,-73.76047848548882,61.6,30,62.4,73.0,0,morning,snow,0
1639,DRIVER-30,2025-09-11 16:55:10.422589,2025-09-11 18:29:10.422589,40.955070993577664,-73.72552837732705,40.54144465187994,-74.17369708055352,17.7,94,62.1,79.5,2,afternoon,fog,0
1640,DRIVER-23,2025-09-09 03:49:02.870962,2025-09-09 05:12:02.870962,40.570794803055705,-73.82737470578475,40.68135477554552,-73.93056609942262,11.6,83,35.4,79.6,4,afternoon,clear,1
1641,DRIVER-32,2025-09-11 01:15:19.442347,2025-09-11 02:41:19.442347,40.62253396998016,-74.08181584743754,40.8745838697684,-74.13195810851295,33.3,86,50.8,57.6,3,night,snow,1
1642,DRIVER-38,2025-09-07 14:16:38.669515,2025-09-07 14:41:38.669515,40.7920619216299,-73.98764629053684,40.5320349688452,-73.78439605507953,36.4,25,37.4,53.6,2,night,storm,0
1643,DRIVER-20,2025-09-11 19:03:08.697945,2025-09-11 20:00:08.697945,40.596814504090766,-73.77938291464262,40.634965305133285,-74.13558491126446,48.5,57,20.6,74.2,3,evening,fog,0
1644,DRIVER-44,2025-09-06 06:35:16.157337,2025-09-06 08:12:16.157337,40.95723488528964,-74.12137969660075,40.63746805773097,-73.8569730303915,23.9,97,48.2,72.5,2,afternoon,clear,0
1645,DRIVER-6,2025-09-11 22:02:17.113078,2025-09-11 23:25:17.113078,40.80508156609243,-73.83137536777309,40.54085178236392,-74.05571162977493,15.5,83,42.2,74.8,2,evening,storm,0
1646,DRIVER-7,2025-09-12 14:28:49.574843,2025-09-12 14:38:49.574843,40.65224632174832,-74.09939107615983,40.82279033581109,-73.88705690749798,73.4,10,33.3,77.5,3,morning,storm,0
1647,DRIVER-47,2025-09-09 10:58:42.209712,2025-09-09 11:30:42.209712,40.59050769120471,-73.72386503983975,40.9652826746799,-73.90156035097063,52.8,32,52.5,58.3,0,afternoon,clear,0
1648,DRIVER-12,2025-09-11 08:51:42.725612,2025-09-11 09:21:42.725612,40.61038830492163,-74.04056526534367,40.89160711703342,-73.9888540023565,11.4,30,56.4,71.3,2,night,fog,0
1649,DRIVER-32,2025-09-10 16:45:46.506422,2025-09-10 17:24:46.506422,40.50366784353025,-74.00206202023864,40.707863193865656,-73.99679351958035,19.9,39,62.2,80.4,4,afternoon,fog,1
1650,DRIVER-20,2025-09-08 08:32:12.434551,2025-09-08 10:03:12.434551,40.67552154325245,-73.72589239210727,40.83394226824515,-74.07352359574081,31.1,91,30.6,58.9,1,night,fog,0
1651,DRIVER-25,2025-09-06 18:21:35.816773,2025-09-06 19:38:35.816773,40.93943164463138,-73.73059423761975,40.50417341961272,-74.15991112105681,35.8,77,69.8,89.2,4,afternoon,rain,1
1652,DRIVER-35,2025-09-07 17:59:13.963252,2025-09-07 18:11:13.963252,40.59559272330897,-73.80009074597757,40.69482584140525,-74.1180039818729,29.2,12,33.2,51.5,3,night,clear,0
1653,DRIVER-24,2025-09-12 16:50:13.136374,2025-09-12 17:45:13.136374,40.90329776550028,-74.16967979340916,40.931892382801394,-73.87872093403593,57.4,55,24.4,76.3,0,morning,rain,0
1654,DRIVER-43,2025-09-07 00:50:15.033630,2025-09-07 01:10:15.033630,40.64041314817699,-73.7337268978123,40.74449600439854,-73.70026956498546,51.7,20,20.3,84.5,0,night,rain,0
1655,DRIVER-36,2025-09-09 09:17:08.255248,2025-09-09 09:44:08.255248,40.65216893417687,-73.77795494665737,40.67943433367137,-73.76552777048727,47.9,27,58.0,65.9,4,morning,storm,1
1656,DRIVER-8,2025-09-10 22:33:30.908942,2025-09-10 23:46:30.908942,40.97070572835061,-74.1578049945836,40.85175842669529,-74.08315228783958,12.4,73,45.2,80.6,3,night,rain,1
1657,DRIVER-2,2025-09-10 23:32:47.980767,2025-09-11 00:50:47.980767,40.56053249730441,-73.81325395241926,40.52795461384331,-74.10406120520466,33.4,78,31.8,50.2,1,morning,storm,0
1658,DRIVER-36,2025-09-08 19:39:19.914742,2025-09-08 20:15:19.914742,40.95689936750963,-73.70665822715688,40.98176046020548,-74.10924510800194,41.6,36,60.5,81.8,2,night,snow,0
1659,DRIVER-4,2025-09-10 19:45:03.757797,2025-09-10 20:05:03.757797,40.81987480719835,-73.72467294056524,40.797740755291365,-73.85318550834799,9.6,20,47.4,81.3,2,morning,snow,0
1660,DRIVER-42,2025-09-06 07:44:29.065015,2025-09-06 08:05:29.065015,40.57786724840997,-73.76145076118125,40.6883509181372,-74.19168380732468,47.2,21,31.5,74.9,0,afternoon,storm,0
1661,DRIVER-47,2025-09-06 19:28:23.951742,2025-09-06 20:39:23.951742,40.78973093966763,-74.1985975391166,40.92204714402217,-73.73669381239687,15.3,71,39.8,56.2,2,afternoon,clear,0
1662,DRIVER-5,2025-09-11 12:56:21.490952,2025-09-11 13:08:21.490952,40.71752547270313,-73.99056668239052,40.54173424649018,-73.90164447092208,53.9,12,37.6,59.1,1,night,rain,0
1663,DRIVER-38,2025-09-11 01:12:43.263987,2025-09-11 01:37:43.263987,40.74032376434776,-74.19943007154001,40.85826311207806,-74.14618758356106,12.9,25,64.4,67.7,2,evening,snow,0
1664,DRIVER-29,2025-09-12 12:38:10.542979,2025-09-12 13:30:10.542979,40.59098986084175,-74.15410987903661,40.83130687204697,-73.99376381488517,65.7,52,41.3,68.6,2,evening,fog,0
1665,DRIVER-40,2025-09-08 12:14:04.382132,2025-09-08 13:33:04.382132,40.95641039464422,-74.02581933157302,40.5852535503054,-74.16618654183453,44.0,79,65.3,51.8,4,morning,fog,1
1666,DRIVER-8,2025-09-12 17:51:45.875684,2025-09-12 18:43:45.875684,40.58165250779886,-73.9697214448884,40.7844377156583,-74.0051053362878,75.3,52,39.4,58.2,2,morning,storm,0
1667,DRIVER-36,2025-09-06 00:35:45.314935,2025-09-06 01:11:45.314935,40.94155489025794,-73.76460184076373,40.78134038682224,-74.00546696679885,60.9,36,66.0,50.8,1,afternoon,storm,0
1668,DRIVER-35,2025-09-06 20:42:11.568118,2025-09-06 21:39:11.568118,40.97879528678722,-73.94793229647487,40.9649944226189,-73.92352806511198,76.8,57,47.0,77.2,2,evening,snow,0
1669,DRIVER-18,2025-09-10 11:05:07.501587,2025-09-10 11:58:07.501587,40.85212204452993,-73.82023052213148,40.56419971796326,-73.75788154448927,26.7,53,59.2,85.5,2,evening,clear,0
1670,DRIVER-22,2025-09-11 03:56:53.446867,2025-09-11 04:25:53.446867,40.54679796368181,-73.95186901471662,40.75114578888713,-73.75178307668091,79.3,29,65.7,76.5,2,morning,rain,0
1671,DRIVER-29,2025-09-08 12:47:37.484756,2025-09-08 13:38:37.484756,40.82618920901521,-74.11925296458934,40.96247463946446,-74.05437179751155,61.3,51,48.1,68.4,0,evening,clear,0
1672,DRIVER-9,2025-09-06 08:37:34.919412,2025-09-06 09:56:34.919412,40.66179332105519,-73.88107745900153,40.74181785230787,-73.84181145838035,22.6,79,20.2,83.4,3,night,rain,1
1673,DRIVER-4,2025-09-11 09:06:42.241046,2025-09-11 10:41:42.241046,40.54366076759133,-73.94201000683425,40.72189244694504,-74.07280572442914,54.9,95,50.4,78.0,3,afternoon,snow,1
1674,DRIVER-29,2025-09-11 20:51:29.521068,2025-09-11 21:41:29.521068,40.73835942630466,-73.71671081887692,40.6441214106549,-74.15418453979146,16.5,50,47.1,57.5,3,afternoon,fog,0
1675,DRIVER-31,2025-09-07 16:02:42.265271,2025-09-07 17:14:42.265271,40.79994266690412,-74.10385391010523,40.69204720928333,-74.09295922585164,61.4,72,66.7,59.7,1,afternoon,rain,0
1676,DRIVER-34,2025-09-10 00:36:57.767300,2025-09-10 01:16:57.767300,40.56159952220023,-74.0882960459975,40.82226008765001,-73.82104664558194,33.2,40,68.9,76.3,2,night,clear,0
1677,DRIVER-5,2025-09-11 17:07:55.311088,2025-09-11 18:38:55.311088,40.81276598788582,-74.15346283422855,40.996538909488265,-73.90147586840256,26.7,91,40.5,63.8,1,night,rain,0
1678,DRIVER-2,2025-09-11 18:18:40.395778,2025-09-11 19:30:40.395778,40.84031662830122,-73.7272339040563,40.9356690361645,-73.70009703825643,35.0,72,60.8,67.0,3,evening,storm,0
1679,DRIVER-12,2025-09-07 13:21:26.064114,2025-09-07 14:46:26.064114,40.89351302325467,-73.74536049659812,40.65087501027922,-74.03298487388356,38.9,85,35.3,64.4,3,morning,snow,1
1680,DRIVER-29,2025-09-06 02:30:37.468908,2025-09-06 03:39:37.468908,40.82227346459388,-73.96659592013441,40.646597906753776,-73.97021453270713,55.0,69,22.9,77.5,3,morning,fog,0
1681,DRIVER-31,2025-09-12 00:46:11.723786,2025-09-12 01:05:11.723786,40.810505916235286,-74.16717100693202,40.90097853263797,-73.95394888039077,23.8,19,40.7,58.0,1,evening,rain,0
1682,DRIVER-31,2025-09-07 07:56:37.298755,2025-09-07 09:30:37.298755,40.7773022095085,-73.97141244745491,40.546672360074126,-73.8513725187489,16.6,94,29.6,73.7,4,night,fog,1
1683,DRIVER-12,2025-09-09 03:37:45.774694,2025-09-09 05:03:45.774694,40.52269436052028,-73.72334081946815,40.76674707649939,-74.12713163155544,71.9,86,25.5,55.1,4,afternoon,rain,1
1684,DRIVER-10,2025-09-06 02:01:03.063553,2025-09-06 02:36:03.063553,40.56235601261032,-74.08355820271095,40.56638608133892,-73.81300536428631,71.4,35,38.3,87.9,1,afternoon,rain,0
1685,DRIVER-34,2025-09-11 07:06:45.144047,2025-09-11 08:13:45.144047,40.94336934178518,-73.84314593371045,40.88211219051034,-73.96739563122253,68.7,67,41.6,50.8,0,night,clear,0
1686,DRIVER-28,2025-09-08 05:37:26.337527,2025-09-08 06:03:26.337527,40.61429887778063,-74.14057307256242,40.92136382319384,-73.76737691836624,32.5,26,34.4,56.8,3,night,storm,0
1687,DRIVER-23,2025-09-10 17:49:03.604514,2025-09-10 18:01:03.604514,40.52689801321577,-73.906188169043,40.75844236915279,-73.93053985923314,68.7,12,51.3,56.7,2,morning,rain,0
1688,DRIVER-36,2025-09-10 15:16:30.355297,2025-09-10 15:27:30.355297,40.53098019826309,-74.16637498808562,40.62896971636199,-73.92977299963489,82.7,11,23.6,56.6,0,evening,rain,0
1689,DRIVER-44,2025-09-12 18:27:25.039873,2025-09-12 19:15:25.039873,40.8311272347765,-74.00854036192455,40.55625327924533,-74.0128149918165,13.0,48,43.0,83.7,0,morning,clear,0
1690,DRIVER-25,2025-09-05 21:23:55.244814,2025-09-05 22:43:55.244814,40.649805088358015,-73.9749597393452,40.86757106869523,-73.88093032610797,7.6,80,48.1,62.7,2,afternoon,rain,0
1691,DRIVER-2,2025-09-06 21:29:26.881046,2025-09-06 21:41:26.881046,40.85867486829853,-74.11001200724176,40.582777480043866,-73.90248675890442,46.7,12,20.2,62.8,3,morning,storm,0
1692,DRIVER-34,2025-09-12 01:12:55.449362,2025-09-12 02:46:55.449362,40.65637664898668,-74.13853419902999,40.64034772519376,-73.96974474133076,41.7,94,42.0,89.8,1,morning,fog,0
1693,DRIVER-22,2025-09-11 15:15:48.926681,2025-09-11 15:49:48.926681,40.54549347743304,-73.87579504879167,40.63353021890643,-73.95845180794747,73.7,34,26.1,85.2,2,night,rain,0
1694,DRIVER-30,2025-09-09 01:58:34.441676,2025-09-09 03:33:34.441676,40.66631985920037,-73.97367788394678,40.57433574215905,-74.06057209689625,22.6,95,49.6,73.4,0,afternoon,storm,0
1695,DRIVER-33,2025-09-06 14:34:14.766779,2025-09-06 15:21:14.766779,40.77659511323357,-74.10387564890027,40.563627412363175,-73.97515866920325,22.7,47,46.9,89.6,2,night,clear,0
1696,DRIVER-14,2025-09-09 21:59:57.300109,2025-09-09 22:57:57.300109,40.70640440300306,-73.93193180589455,40.572569219256415,-73.81778072513245,6.7,58,48.8,88.7,2,morning,rain,0
1697,DRIVER-32,2025-09-09 22:51:24.443692,2025-09-09 23:29:24.443692,40.5645452074684,-74.08144972373123,40.95103158735223,-74.08167561337372,56.2,38,40.8,53.6,2,morning,fog,0
1698,DRIVER-34,2025-09-11 19:51:17.564732,2025-09-11 20:47:17.564732,40.757199442353546,-73.74936360544005,40.8324036217056,-73.73070135892756,8.3,56,26.1,89.0,4,morning,fog,1
1699,DRIVER-12,2025-09-07 12:53:37.582133,2025-09-07 13:27:37.582133,40.88901400859324,-74.15441079054276,40.61657674645959,-73.76484680393031,16.6,34,28.4,66.8,3,afternoon,clear,0
1700,DRIVER-27,2025-09-10 04:23:36.105148,2025-09-10 05:58:36.105148,40.621087147101846,-73.94338692972175,40.91245562923612,-73.98544402837436,62.5,95,49.0,87.1,0,evening,snow,0
1701,DRIVER-3,2025-09-11 17:47:11.935454,2025-09-11 18:26:11.935454,40.5921061938984,-73.89134452187048,40.99180734757429,-73.93958998546165,22.4,39,46.3,82.9,1,evening,rain,0
1702,DRIVER-34,2025-09-08 21:41:12.001716,2025-09-08 21:51:12.001716,40.84916630884682,-74.07392063015372,40.59000530676093,-73.70296975590037,55.4,10,61.7,75.8,1,night,fog,0
1703,DRIVER-12,2025-09-06 21:17:46.131730,2025-09-06 22:18:46.131730,40.55771504585604,-73.87468465621434,40.78117736113404,-74.06949245850657,37.1,61,48.4,85.5,2,night,storm,0
1704,DRIVER-39,2025-09-09 08:09:03.117927,2025-09-09 08:29:03.117927,40.62076169694,-74.00409856660276,40.813824141710604,-74.1321163934983,81.8,20,21.3,86.2,1,morning,snow,0
1705,DRIVER-19,2025-09-06 18:06:58.013809,2025-09-06 19:16:58.013809,40.67051152385271,-74.01261999932949,40.87443888841863,-73.93598734185406,8.5,70,54.9,51.6,4,afternoon,clear,1
1706,DRIVER-4,2025-09-07 19:25:00.026047,2025-09-07 20:59:00.026047,40.67689880805965,-73.94399162137503,40.97550936796357,-73.86532961759298,46.4,94,21.6,84.5,3,morning,clear,0
1707,DRIVER-44,2025-09-10 06:56:27.430937,2025-09-10 07:06:27.430937,40.65686632433543,-73.76916200643053,40.64731013648771,-74.16216742254221,9.9,10,33.2,53.5,1,afternoon,clear,0
1708,DRIVER-43,2025-09-07 12:20:00.524899,2025-09-07 13:15:00.524899,40.76115069438711,-73.87122865141039,40.84962456152026,-73.94343338855266,77.8,55,64.1,67.8,0,night,clear,0
1709,DRIVER-19,2025-09-12 18:07:18.620044,2025-09-12 19:25:18.620044,40.50633131816709,-73.94877154292993,40.73779576523396,-73.95638987699591,46.1,78,35.7,79.0,1,evening,storm,0
1710,DRIVER-15,2025-09-06 09:42:02.690907,2025-09-06 11:01:02.690907,40.77115496320496,-73.8691647375588,40.810423247555846,-73.97614439911551,18.5,79,23.9,79.1,1,night,rain,0
1711,DRIVER-37,2025-09-11 11:08:18.910815,2025-09-11 11:29:18.910815,40.78565605013942,-74.12476580109862,40.57078186867911,-73.89059222818231,14.0,21,39.4,74.1,4,morning,snow,1
1712,DRIVER-4,2025-09-11 02:34:39.318017,2025-09-11 03:39:39.318017,40.87081830125084,-73.99492726729665,40.61163652771639,-73.70366303095733,63.6,65,30.1,81.2,0,morning,storm,0
1713,DRIVER-20,2025-09-07 01:46:10.768604,2025-09-07 02:04:10.768604,40.9740203689521,-73.87194542923359,40.90774950806924,-74.03021096221049,8.6,18,20.1,81.0,2,night,clear,0
1714,DRIVER-9,2025-09-05 20:00:58.611575,2025-09-05 21:25:58.611575,40.88980569379954,-73.7451322692959,40.6478920805867,-74.12121401468339,47.3,85,55.3,71.1,3,night,fog,0
1715,DRIVER-20,2025-09-10 06:26:24.915368,2025-09-10 07:00:24.915368,40.80170513098442,-74.16190863917603,40.744257636343626,-73.80189940185485,9.8,34,32.6,87.4,2,night,snow,0
1716,DRIVER-3,2025-09-08 03:25:20.463923,2025-09-08 04:43:20.463923,40.91598190516798,-74.1788218467729,40.76081415069069,-73.84024697834775,54.9,78,26.9,88.6,2,night,snow,0
1717,DRIVER-48,2025-09-09 13:29:39.807527,2025-09-09 14:16:39.807527,40.52467716032766,-74.09353443906127,40.53976856682506,-73.78935690125496,10.6,47,61.5,56.5,0,night,clear,0
1718,DRIVER-17,2025-09-07 07:02:35.006471,2025-09-07 08:15:35.006471,40.93605334498157,-73.80317429796607,40.5819152636237,-74.09260795970297,11.4,73,60.1,69.7,0,evening,clear,0
1719,DRIVER-38,2025-09-07 11:37:56.470581,2025-09-07 13:13:56.470581,40.9090178198129,-73.77689143559839,40.84646822915696,-73.7142090402445,82.2,96,31.4,78.2,4,morning,storm,1
1720,DRIVER-13,2025-09-07 10:13:42.002722,2025-09-07 10:48:42.002722,40.54302280278706,-74.1840505445404,40.94228013137607,-74.15418443462265,67.9,35,65.2,70.9,0,afternoon,clear,0
1721,DRIVER-16,2025-09-06 20:48:08.051789,2025-09-06 21:41:08.051789,40.81404985033409,-73.87773376262261,40.66403979149876,-73.99412816363227,41.6,53,38.1,72.7,4,morning,storm,1
1722,DRIVER-39,2025-09-11 06:59:05.757499,2025-09-11 07:37:05.757499,40.868135283540106,-73.77868271096708,40.53614081068578,-73.77567370907732,16.6,38,63.0,87.8,2,afternoon,clear,0
1723,DRIVER-42,2025-09-06 14:38:37.274915,2025-09-06 15:30:37.274915,40.93876665374348,-74.07463285838865,40.57918963732917,-73.7228052684986,6.1,52,47.8,75.0,0,evening,rain,0
1724,DRIVER-14,2025-09-12 15:32:13.876739,2025-09-12 16:41:13.876739,40.8273152688501,-74.07779543526208,40.58569330146089,-74.03307452417879,26.1,69,25.6,80.7,3,afternoon,snow,1
1725,DRIVER-45,2025-09-07 19:25:15.408890,2025-09-07 19:40:15.408890,40.95384111392936,-73.88678340585082,40.68142970760178,-73.83177132914112,35.6,15,50.2,81.1,1,morning,storm,0
1726,DRIVER-46,2025-09-09 22:34:57.663861,2025-09-09 23:31:57.663861,40.547166522791656,-73.90940317342734,40.61504658701055,-73.75002414367704,29.5,57,51.0,66.2,1,afternoon,snow,0
1727,DRIVER-9,2025-09-08 06:22:55.010831,2025-09-08 06:55:55.010831,40.976369449164295,-74.02812705459547,40.80692716295032,-73.89032742858875,63.4,33,30.9,53.0,3,morning,clear,0
1728,DRIVER-26,2025-09-07 13:56:55.168064,2025-09-07 14:35:55.168064,40.93678963865281,-74.12811614491036,40.768636817625854,-74.1954391464707,8.3,39,63.5,52.5,2,evening,rain,0
1729,DRIVER-35,2025-09-12 17:25:17.496431,2025-09-12 18:02:17.496431,40.756773430210416,-74.00581939923478,40.84040464821928,-73.95061468796241,59.2,37,63.1,72.4,2,night,snow,0
1730,DRIVER-48,2025-09-12 13:03:48.375502,2025-09-12 14:41:48.375502,40.695729394225545,-74.07027588812018,40.7678761813149,-74.19192053463213,77.3,98,45.0,51.0,0,night,fog,0
1731,DRIVER-44,2025-09-11 09:06:06.781526,2025-09-11 10:27:06.781526,40.944670255015886,-73.72658986155605,40.698023106320015,-73.99489965715236,44.5,81,35.5,79.4,1,night,rain,0
1732,DRIVER-29,2025-09-07 03:05:16.888024,2025-09-07 04:41:16.888024,40.80513680687592,-73.78353880594241,40.82125598414595,-74.19860883023645,72.2,96,23.1,70.6,0,afternoon,rain,0
1733,DRIVER-41,2025-09-11 02:04:26.123950,2025-09-11 02:55:26.123950,40.88262909780136,-73.79018828512355,40.67097645127676,-74.1869659697542,52.9,51,34.6,80.1,4,night,storm,1
1734,DRIVER-11,2025-09-08 23:59:14.577824,2025-09-09 01:37:14.577824,40.73970422439108,-74.18000876765699,40.711728747641246,-73.95915925023178,37.6,98,69.9,62.1,3,afternoon,storm,0
1735,DRIVER-14,2025-09-09 04:54:40.111311,2025-09-09 05:31:40.111311,40.8639618407482,-73.77964424868433,40.88282935893386,-74.07593481377481,23.1,37,53.8,79.4,2,night,snow,0
1736,DRIVER-14,2025-09-09 05:44:49.387052,2025-09-09 06:26:49.387052,40.90948715918266,-74.16384617809162,40.652134398048425,-73.93833995572835,41.4,42,27.2,73.7,4,night,clear,1
1737,DRIVER-1,2025-09-10 23:12:05.251049,2025-09-11 00:42:05.251049,40.53873513698584,-73.89029058689538,40.62364632962623,-73.98487174151239,20.5,90,23.4,53.7,3,afternoon,fog,0
1738,DRIVER-1,2025-09-10 00:04:03.733178,2025-09-10 01:13:03.733178,40.78404733206718,-73.74581508969086,40.99613239995794,-74.14993068652336,5.6,69,22.4,71.7,0,morning,storm,0
1739,DRIVER-1,2025-09-08 15:09:05.887061,2025-09-08 16:26:05.887061,40.9962759093281,-74.17025088330145,40.66974225591736,-74.08881898129249,21.7,77,47.7,63.9,4,night,clear,1
1740,DRIVER-45,2025-09-06 01:55:18.714628,2025-09-06 03:21:18.714628,40.99405718552245,-73.7480572417751,40.624916840632,-74.04900149783471,38.4,86,64.9,70.3,0,afternoon,rain,0
1741,DRIVER-38,2025-09-05 19:21:47.015785,2025-09-05 20:15:47.015785,40.55359494187217,-73.95598971228458,40.50381257881571,-74.18588383609718,82.8,54,46.7,82.2,1,afternoon,storm,0
1742,DRIVER-50,2025-09-12 07:06:33.941964,2025-09-12 07:28:33.941964,40.87321846458812,-74.06027540056559,40.58024795764727,-74.088425303927,12.9,22,46.1,57.8,4,morning,fog,1
1743,DRIVER-14,2025-09-09 05:14:26.236775,2025-09-09 06:20:26.236775,40.79782268526826,-73.85798368069928,40.71369686064459,-74.18210394805199,63.1,66,24.2,89.1,1,evening,fog,0
1744,DRIVER-15,2025-09-11 15:44:02.731137,2025-09-11 16:53:02.731137,40.5595151570144,-73.97658089374772,40.87311160978245,-73.71836925682021,45.3,69,59.4,80.9,0,afternoon,snow,0
1745,DRIVER-35,2025-09-10 21:05:31.526394,2025-09-10 22:36:31.526394,40.63136123692044,-73.83277098229533,40.95762940910948,-73.91103547007872,66.8,91,42.0,71.1,4,morning,rain,1
